,categories,title,company_names,percentages,funding_amounts,days_left,n_supporters,likes,descriptions,durations,target_amounts
44,반려동물,"[앵콜] 서포터님들과 함께, 더 완벽해진 고양이 정수기. 펫맘 워터.",(주) 아이오텍,9673%,"96,735,000원",펀딩성공,810,508,와디즈의 서포터님들과 함께 만든 고양이 정수기.,2019.10.23-2019.11.10,"1,000,000원"
45,반려동물,"[높이조절 이동가방] 쪼꼬미부터 롱다리까지 모두, 업백 (추석 전 배송)",myfluffy(마이플러피),9077%,"90,779,000원",펀딩성공,921,422,"앉아있을 때도, 서있을 때도 편한 업백, 지금 펀딩하면 추석 전에 받아볼 수 있어요.",2020.08.12-2020.09.04,"1,000,000원"
46,반려동물,"[퍼시터 롤링팡]너~무 쉬워, 댕냥이도 발로하는 자존감 찾기",퍼시터,9008%,"45,041,800원",펀딩성공,"1,200",529,[퍼시터 롤링팡 ] 우리아이 본능을 살린 똑똑한 노즈워크와 급체방지 훈련으로 스스로 자존감 키워 분리불안 극복하기,2019.03.29-2019.04.22,"500,000원"
47,반려동물,"[하루 3분] 한 손으로 끝내는 고양이 양치질, 츄잉브러쉬",멍랩&밸리스,8924%,"178,497,200원",펀딩성공,"5,165",1423,집사vs냥님 칫솔질 전쟁은 이제 그만! 고양이들이 셀프 양치질을 하는 츄잉브러쉬,2019.08.27-2019.09.17,"2,000,000원"
48,반려동물,[5.0점 앵콜] 낮잠쿠션과 함께 돌아온 창밖구경 맛집! 고양이 낮잠선반,헤이메이트,8917%,"44,589,800원",펀딩성공,501,393,"[평점5.0 앵콜] 냥이를 위한 창밖 구경 맛집! 헤이메이트 고양이 ""낮잠선반"" 이 ""낮잠쿠션""과 함께 업그레이드되어 돌아왔어요!",2021.03.25-2021.04.13,"500,000원"
49,반려동물,빛을 담은 반려동물 정수기 - 두잇 워터팟,duit,8913%,"445,689,500원",펀딩성공,"5,205",1889,물만 잘 마셔도 더 건강하고 더 오래 살 수 있는 반려동물을 위한 프로젝트 !,2018.10.31-2018.12.04,"5,000,000원"
50,반려동물,댕댕이 치석관리 언제까지 미루실 건가요? <펫즐>로 매일 맛있'개'!,닥터페트라(Dr.Petra),8361%,"41,807,000원",펀딩성공,"1,192",495,"오늘아침 '댕댕이' 양치는 시켜주셨나요? 치석관리와 건강관리를 한번에! 수의사와 영양학자가 공동개발한 퍼즐맞춤형 기능성 간식, 맛있는 칫솔 ""펫즐""",2019.02.06-2019.03.03,"500,000원"
51,반려동물,"빵굽는 수의사의 반려동물 영양간식, 마이베프 신제품 별자리스틱!",마이베프,8096%,"40,484,000원",펀딩성공,774,231,"마이베프가 와디즈 세번째 펀딩으로 찾아왔어요! 케이펫페어에서 첫 선을 보이고 현재까지도 문의가 폭주하고 있는 그 제품, 마이베프 짜먹는 영양간식 별자리스틱 펀딩 시작합니다!",2019.12.27-2020.01.06,"500,000원"
52,반려동물,[진~짜 오래] 반려인 자유시간&댕댕이 운동량 확보엔 #코코니볼,주식회사 아이케이제이,8081%,"40,405,200원",펀딩성공,650,372,산책도 아닌데 어떻게 노즈워크 볼로 한 시간을 노냐구요? #코코니볼은 이중삼중 간식을 숨기는 신개념 노즈워크볼이에요.,2020.10.28-2020.11.09,"500,000원"
53,반려동물,[한정수량] 10만원 대 4.7kg 초경량급 오토폴딩 반려차 #피카고,콤비코리아,7873%,"78,738,000원",펀딩성공,438,235,오토폴딩 기술력에 4kg대 라이트한 무게는 기본 컴팩트함까지 모두 갖춘 피카고 오토폴딩 반려차를 소개합니다.,2021.04.13-2021.04.22,"1,000,000원"
