,categories,title,company_names,percentages,funding_amounts,target_amounts,n_supporters,likes,descriptions,durations,days_left
136,여행·레저,2018월드컵 극세사 대형 응원 비치타올 가즈아~! Korea,2018월드컵 응원수건,0%,0원,"3,000,000원",1,0,"2018 러시아 월드컵 초극세사 대형 응원 타월 다시한번 가즈아~! KOREA
초극세사 기능성 타올로 흡수와 건조가 빠르며 바닷가에서 매트 및 비치타올로 활용 가능합니다.",2018.06.20-2018.06.26,펀딩성공
137,여행·레저,봄나들이 준비하는 당신을 위한 2-Way 피크닉매트 - Angle,TOMO GRAPHY,870%,"8,701,100원","1,000,000원",93,111,"펼치면 넉넉한 사이즈의 피크닉 매트로, 등받이를 세우면 기대서 쉴 수 있는 의자로!
앵글 매트 하나로 용도에 맞게 사용해 보세요.",2019.04.15-2019.04.23,None
138,여행·레저,여행자를 위한 200g의 초경량 백팩,ZEEgo 지고,1693%,"8,469,000원","500,000원",176,247,"기능을 추가하는 문제해결 방식이 아닌 최소의 기능을 담은 가방을 만들어,  도심에서의 생활에서 벗어나 홀가분한 마음으로 자연으로 돌아가고 싶어하는 모든 현대인들의 마음을 담았습니다",2019.05.08-2019.05.28,None
139,여행·레저,[감성캠핑 200% 업그레이드 자신감] 에스티피크니커 웜 시트커버,에스티피크니커,4490%,"22,454,710원","500,000원",370,152,"캠핑 감성 업그레이드! 캠핑, 카페, 학교, 집 장소불문! 오직 와디즈에서만 만나볼 수 있는 “웜 시트 커버“
용이한 사이즈 매칭으로 누구나 싱글의자 업그레이드를 할수 있어요.",2020.11.30-2020.12.11,None
140,여행·레저,제주에 나의 과수원이 생긴다고? #과수원공유프로젝트 #당신의과수원,당신의과수원,1618%,"16,180,000원","1,000,000원",203,211,"언제나 그리운 섬 제주, 그곳에 당신의과수원을 만들어 드립니다.
    Jeju with Wadiz 파트너와 함께합니다.",2019.04.29-2019.05.26,None
141,여행·레저,"당신을 숲 속의 한 가운데로 초대할게요, 숲 속의 식탁",최소연,359%,"3,591,000원","1,000,000원",15,16,"강원도의 숲에서 즐기는 1박 2일 힐링프로그램. 호스트와 함께 제철재료로 만들어진 식사,  숲속산책,  감정을 알아보는 마음의 대화법을 통해 나에게 특별한 시간을 선물할 수 있어요
    Jeju with Wadiz 파트너와 함께합니다.",2018.03.26-2018.04.23,None
142,여행·레저,[빈티지 도난방지 슬링백]미스터리한 지퍼포켓으로 귀중품 분실 걱정 끝!!,(주)플라워앤백,59%,"594,500원","1,000,000원",13,16,"귀중품 분실 걱정은 마세요. 보안에 강한 스마트 포켓과 빈티지한 디자인. 
데일리 백으로, 라이더 백으로, 여행 가방으로 
빈티지 레전드급! 클라쓰! 도난방지 가죽 슬링백",2020.05.25-2020.06.10,펀딩성공
143,여행·레저,무릎 담요와 파우치에 자연을 담다. 아트그리메,아트그리메,15%,"319,000원","2,000,000원",11,12,"국립공원의 아름다운 광경을 무릎담요와 파우치에 담았습니다.
수수료, 부가세 제외 구매금액의 5%는 
루게릭요양병원 건립을 위해 구매자 명의로 
승일희망재단에 직접 기부됩니다.",2018.10.30-2018.11.25,펀딩성공
144,여행·레저,"""구명조끼,"" 다 같은 구명조끼가 아니다! 스핀록 6D 자동팽창 구명복",주식회사 진아,499%,"2,498,000원","500,000원",23,29,"'구명조끼'라 불리는 모든 것이 정말 '찐'인지, 확인해보셨나요?
국내뿐 아니라 엄격한 국제 안전 기준까지 통과한 구명복을 만나 보세요.
스핀록이 '프리미엄'의 정의를 보여줍니다.",2021.03.22-2021.03.29,None
145,여행·레저,"만족도 4.3 앵콜 | 후기 극찬! 캠핑엔 555g 포터블 의자, 싯팩!",주식회사바인터네셔널,438%,"13,155,000원","3,000,000원",145,319,"[만족도 4.3 앵콜] 글로벌 20억 신화, 의자의 혁신! 싯팩이 돌아왔다. 555g 포터블 의자 <싯팩 3.0>",2020.06.29-2020.07.29,None
146,여행·레저,나에게 딱 맞는 캠핑 롤테이블이?! 감성가득 [BESPOKE 롤테이블],아르테,1400%,"7,002,000원","500,000원",53,131,다 똑같은 캠핑용품 이제 지겹지 않으신가요? 새로운 캠핑을 즐길 수 있는 절호의 기회! 당신의 취향과 감성에 맞춰드리는 아르테 [캠핑 BESPOKE 롤테이블],2021.04.08-2021.04.19,None
147,여행·레저,"[아웃도어 끝판왕] 수납부터 테이블까지, 놀러갈 때 이거하나면 끝!",한스캠핑,969%,"9,697,000원","1,000,000원",71,249,"테이블 따로, 수납박스 따로 불편하셨죠?
이제 이지박스 하나만 있으면 해결됩니다.
더 매력적인건 상판에 슬라이딩 기능이 있다는 것.
이제 쓱~ 밀어주세요~ 옆으로",2019.09.16-2019.10.06,None
148,여행·레저,5월 15일 알래스카로 떠나는 8박 10일 크루즈여행,KMAX,25%,"3,300,000원","13,200,000원",10,31,"크루즈가 알래스카를 만났다.
낮에는 알래스카의 경이로운 자연을 둘러보고, 밤에는 크루즈에서 여유롭게 바다 위의 리조트를 즐기세요!
알래스카로 떠나는 8박 10일 크루즈 여행",2020.01.28-2020.02.04,펀딩성공
149,여행·레저,낭만과 추억을 선물해드립니다. 나만의 화로대 Genie Stove,HIT(에이치아이티),102%,"1,025,000원","1,000,000원",25,74,"휴대가 간편하고 조립이 쉬운 나만의 화로대 Genie Stove
여러분께서 원하시는 글귀을 각인해드립니다.",2020.02.17-2020.03.08,None
150,여행·레저,[업그레이드앵콜] 에이든 여행지도로 휴가계획 쉽게 세우세요-전국/세계지도,에이든 여행지도,1700%,"17,007,415원","1,000,000원",683,277,1000개 여행지가 담긴 '전국여행지도'와 핑크/민트색으로 만들어진 '세계여행지도'를 소개합니다. 여름휴가 어디갈지 힘들게 인터넷검색 하지 마세요! 방수 종이지도로 쉽고 편리하게~,2019.06.24-2019.07.01,None
151,여행·레저,"전주 다방, 어디까지 가봤니? 한옥 스테이와 다방 투어, 기행문의 만남",오힘,447%,"2,238,000원","500,000원",42,36,"“진짜 다방 커피”를 마셔본 적 없다면, 한국에서 가장 오래된 다방에서 맛보세요.
전주 토박이와 함께하는 다방 투어와 기행문, 한옥 스테이까지! 전주의 깊은 매력을 선물합니다.",2019.12.20-2020.01.05,None
152,여행·레저,휴식과 즐거움을 동시에 ! 트라이앵글 매트!,TOMO GRAPHY,28%,"700,000원","2,500,000원",16,21,"펼치면 다리를 쭉 뻗을 수 있는 매트로, 등받이를 세우면 기대서 쉴 수 있는 의자로!
휴식과 즐거움을 동시에 ! 1인용 TRIANGLE MAT!",2018.09.14-2018.09.30,펀딩성공
153,여행·레저,[평점4.9점] 사계절 캠핑/차박 필수템! 첨단 발열 신소재 매트 잉코,(주)지본코스메틱,1629%,"8,146,500원","500,000원",89,130,[평점4.9점 앵콜] 사계절 캠핑 필수템! 면으로 발열하는 첨단 휴대용 전기매트! 사계절 내내 추위 걱정 없이 캠핑/차박/여행을 즐기세요. 100% 책임보상제도로 만족드리겠습니다.,2021.03.29-2021.04.12,None
154,여행·레저,[앵콜] 방수되는 에이든여행지도 서울/제주/부산 업그레이드,(주)타블라라사,348%,"3,481,125원","1,000,000원",150,63,"에이든 서울여행지도, 제주여행지도가 풍성하게 현재시점으로 업그레이드 되었습니다. 또한 부산여행지도가 새로 출시했습니다. 와디즈에서 펀딩해서 많은 혜택 받아가세요!",2019.10.17-2019.11.04,None
155,여행·레저,누구나 쉽게 누워서 즐기는 서핑! 서프웨이 바디보드,서프웨이,141%,"2,128,000원","1,500,000원",43,67,"일상에 새로운 활력이 되어줄 취미 생활을 소개합니다! 
누구나 쉽고 즐겁게 파도를 타고 놀 수 있는 있는 바디보드를 소개합니다.",2019.08.23-2019.09.08,None
156,여행·레저,여행 보내주는 남자의 꿈의 여행 배달 프로젝트,황수민,19%,"665,000원","3,500,000원",30,0,"안녕하세요, 저는 여행을 통해 행복에 가까워지는 길을 찾은 황수민이라고 합니다. 여행이 꿈이라고만 생각하시는 분들께 이번 [여행 보내주는 남자] 프로젝트를 통해서 여러분들이 꿈꾸는 여행과 행복의 메세지를 배달하려 합니다.",2015.06.15-2015.07.20,펀딩성공
157,여행·레저,토두스 샌들과 함께 자유롭게 여행하기!,토두스,601%,"18,032,500원","3,000,000원",530,285,"토두스의 첫번째 프로젝트 ""토두스 샌들"" 입니다. 토두스 샌들은 여행지에서도 일상에서도 자유롭고 편안한 여름 스트랩 샌들입니다. 토두스새처럼 어디든지 날아 올랐으면 좋겠습니다.
    여행/레져 기획전 파트너와 함께합니다.",2018.04.26-2018.05.22,None
158,여행·레저,여행에도 버킷리스트가 필요해! 쓰윽-쓰윽- [아임매퍼 트래블 스크래치맵],조이어스,289%,"1,446,250원","500,000원",70,65,2021년 아임매퍼 두 번째 프로젝트 ‘트래블 버킷리스트’ 는 액티비티와 국립공원 챌린지까지 여행에 스토리를 가득 담아 즐거움이 배가 되는 트래블 스크래치맵 입니다.,2021.02.02-2021.02.17,None
159,여행·레저,여권 다이어리 + 다이어리 꾸미기 스티커 SET 392장  ,해피뉴플래닛,135%,"1,358,505원","1,000,000원",42,48,"여권을 컨셉으로 디자인 한 다이어리 'HAPPY NEW PLANNER' .
2019년 1월1일부터 2019년 12월 31일까지 매일매일 여권도장(스티커)을 찍는 일상의 여행",2018.10.05-2018.11.15,None
160,여행·레저,"편리함과 자연환경을 위해 자연에서 태어난 휴대용 숯그릴, 카서스 그릴",(주)한스브릿지,249%,"12,483,700원","5,000,000원",409,344,"그윽한 숯불에 익어가는 시간. 언제 어디서나 편리하고 간편하게, 당신의 여행에서 가볍게 돌아오세요. 맛과 환경까지 고려한 친환경 생분해성 휴대용 숯그릴, 카서스 그릴
    여행/레져 기획전 파트너와 함께합니다.",2018.03.21-2018.05.04,None
161,여행·레저,"감성,내구성,편의성까지 모두 갖춘 원목 캠핑 아이템! [픽체어,픽테이블]",스위트 리메디,140%,"1,408,000원","1,000,000원",13,58,"'가격보다 더 나은 가치' 를 추구하는 저희는 스위트 리메디입니다. 감성과 실용성을 한 번에 담은 캠핑용품, 픽체어와 픽테이블을 와디즈에서 처음 소개합니다!",2021.01.04-2021.01.25,None
162,여행·레저,핸드메이드 인&아웃 캠핑 퍼니쳐 - 라탄케인 우드박스 -,비갠후우드워크,152%,"1,529,000원","1,000,000원",33,64,핸드메이드 인&아웃 캠핑퍼니쳐 - 비갠후 라탄케인 우드박스,2021.03.10-2021.04.09,None
163,여행·레저,"6만원대 합리적인 가격과 기능성, 디자인 모두 잡은 액티비티 바람막이 ",컨데아(CONDEA),96%,"4,819,800원","5,000,000원",58,57,"※[6만원대, 선제작을 통한 빠른 배송]※
운동, 여행, 일상 언제 어디에서 착용할 수 있는 기능성 액티비티 바람막이를 소개합니다.",2020.10.15-2020.11.02,펀딩성공
164,여행·레저,해충 기피기능을 갖춘 친환경 LED 캠핑조명 '오렌지라이트',(주)엘림엘이디,14%,"720,000원","5,000,000원",15,12,"2017년 모기및 해충으로 인한 캠퍼님들의 고민
 (주)엘림엘이디의 오렌지라이트 610nm LED 가 해결해 드립니다.",2016.11.14-2016.12.15,펀딩성공
165,여행·레저,"[문보트] 달을 타고 흐르는 시간, 색다른 감성보트!",문보트,275%,"2,757,200원","1,000,000원",90,53,아름다운 달빛과 음악에 둘러싸여 소중한 사람과의 순간을 온전히 느껴보세요. 문보트는 밤하늘에 뜬 달처럼 당신을 주인공으로 만들어드립니다.,2019.10.28-2019.11.11,None
166,여행·레저,[쿠바/3월 출발]오재철 여행 작가와 떠나는 포토에세이 여행,비욘드코리아,50%,"6,000,000원","12,000,000원",16,18,"드라마 남자친구 박보검도 반한 아날로그 감성이 담긴 나라, 
오재철 여행사진작가와 함께 떠나는 쿠바 포토에세이여행. 
쿠바, 같이 걸을까? With 오재철 여행사진작가",2019.01.28-2019.02.06,펀딩성공
167,여행·레저,캠핑용 원목 양념통,몽월,33%,"675,000원","2,000,000원",9,14,"몽월공방에서 제작된 원목으로 만든 캠핑용 양념통입니다.
150ml 고급 유리병 8구에 다양한 양념을 수납할 수 있습니다.
고든 유리 마감재로 마감하여 오염에 매우 강합니다.",2021.04.26-2021.05.21,None
168,여행·레저,노숙자부터 대통령까지 만나는 시골백수의 꿈의 선순환 세계일주,박재병,154%,"4,620,000원","3,000,000원",201,0,"시골백수가 꿈을 찾아 떠나는 세계일주! 꿈을 찾는 청춘들에게 세계 일주를 통해 노숙자부터 사막 마라토너, 그리고 대통령까지 만나기까지, 꿈이 진짜 의미하는 바가 무엇인지 해답을 찾아, 공유하고자 합니다.",2015.01.20-2015.02.20,None
169,여행·레저,"당신의 여행을 더 설레게하는 방법 ""설레여행 트래블 뱃지""",설레여행,118%,"2,362,000원","2,000,000원",78,40,"여행의 여행자의 설렘을 더하는 ""설레여행 트래블 뱃지""",2018.04.05-2018.04.22,None
170,여행·레저,[평점만점] 0.5kg 가벼워진 도난방지의 끝! 퍼펙트 가드 백팩 T2,컨스파라,2089%,"20,891,000원","1,000,000원",233,298,여행과 일상의 필수품! 컨스파라 퍼펙트 가드 T시리즈가 2020년 새롭게 시작합니다.,2019.12.24-2020.01.12,None
171,여행·레저,[앵콜] 배낭 무게를 줄여주는 3 way 여행 바지 : OMG pants,키트래블,4061%,"20,308,000원","500,000원",144,253,"여행자의 배낭 무게를 줄여주는 3 way pants 입니다. 여행지 환경에 따라 숏팬츠, 앵클팬츠, 조거팬츠 스타일로 입을 수 있습니다.",2019.04.02-2019.04.15,None
172,여행·레저,"더워도 괜찮아, 시원한 쿨링 밴드!",폭염으로부터 당신을 지키는 스타트업 : 레오랩,1485%,"14,855,000원","1,000,000원",314,187,"무더위 당신의 스포츠, 아웃도어는 계속될 수 있습니다. 폭염 속, 당신의 건강을 지키는 하이드로 쿨링 밴드
    여행/레져 기획전 파트너와 함께합니다.",2018.06.19-2018.07.06,None
173,여행·레저,세상에 없던 캐리어를 만나다. 숄더백? 캐리어!,아트패드,680%,"6,801,000원","1,000,000원",69,102,"고급스러운 프라다원단의 스타일리쉬한 캐리어입니다.
슈퍼 얼리버드 콤보, 얼리버드 콤보에 한하여.
아트지 러기지백과 데일리 크로스백을 함께 1+2 혜택으로 제공합니다.",2018.08.29-2018.09.09,None
174,여행·레저,안장통 없는 라이딩의 즐거움! [휴안 PPS안장],휴안,4161%,"46,691,700원","1,122,000원",387,399,라이더라면 누구나 공감하는 안장통! 좌골 뿐만 아니라 음부신경의 압박에서 자유로운 PPS안장으로 라이딩을 즐기세요!,2020.04.22-2020.04.30,None
175,여행·레저,"KEEP CALM 셋업 : 여행에서도, 일상에서도 편안함을 더합니다.",최두산(CALMLY),610%,"6,103,000원","1,000,000원",60,67,"여행 그리고 일상에서, 편하게 여유롭게 평온하게 그리고 calmly하게 일상 · 여행 언제 어디서든 킵캄(Keep calm) 셋업! 셔츠, 팬츠와 함께!",2019.08.27-2019.09.15,None
176,여행·레저,[라오스/3월 출발] 탁재형 PD와 함께하는 REAL 라오스 체험!,Concept Tour(컨셉투어) by Modetour,10%,"1,199,000원","11,990,000원",6,4,"기존 패키지 여행의 틀을 깨는, 새로운 여행의 패러다임. 여행에 개성을 입힌, Concept Tour.",2019.01.28-2019.02.06,펀딩성공
177,여행·레저,퀄리티.다기능.디자인. 프리미엄 캐리어의 새 기준 <바이브 캐리어>,럭키플래닛,1027%,"20,556,000원","2,000,000원",141,195,"럭키플래닛은 캐리어의 퀄리티를 논하지 않습니다. 기본이니까요.
럭키플래닛은 캐리어의 비주얼을 이야기합니다. 짐을 싸는 순간부터 시작되는 당신이 여행이 설레도록, <바이브 캐리어>",2019.05.20-2019.06.12,None
178,여행·레저,자동차를 더 자연과 같이 쾌적하게 만들어주는 잔디매트,바레스,119%,"1,190,000원","1,000,000원",20,29,자연과 같은 편안함을 차량 내부에서 느끼실 수 있도록 만들어주는 잔디 매트,2020.07.15-2020.07.30,None
179,여행·레저,"여행덕후가 만든 #소독#탈취 올인원 여행 스프레이 ""여행걱정제로""",IDEES,438%,"4,388,636원","1,000,000원",206,155,어떤 숙소도 내 방처럼 깨끗하게 ! 이제 [여행걱정제로]로 여행숙소 걱정을 한번에 해결하세요!,2019.05.23-2019.06.16,None
180,여행·레저,맥주덕후를 위한 인싸템! ☀︎12시간 보냉효과☀︎ [홉몰트이스트 라거백],HOP MALT YEAST 홉몰트이스트,1019%,"5,095,600원","500,000원",46,88,"맥주를 더욱 쿨! 하게 즐길 수 있도록, 
맥덕들의 라이프 스타일을 브루잉합니다.",2019.05.31-2019.06.16,None
181,여행·레저,캠핑과 피크닉에 감성과 스타일을 더한 스케이트보드 테이블,와이투케이인터네셔널,354%,"1,770,000원","500,000원",24,23,"하루하루 흘러가는 일상속에서, 순수한 소년의 눈으로 일상으르 바라보면서 추억을 기록해 나가려합니다.
캠핑 & 피크닉에 감성과 간편함을 더하다",2021.04.05-2021.04.16,None
182,여행·레저,"[10월 출발/인생샷 보장] 미지의 여행지, 카자흐스탄 4박 6일",(주)하나투어,0%,0원,"6,390,000원",8,20,"마음이 트이는 자연 속에서의 힐링, 관광객에 치이지 않는 여유!
소규모 여행으로 여유도 즐기고, 인생샷까지 잔뜩 건져갈 수 있는
미지의 여행지 카자흐스탄에서의 4박 6일 여행!",2019.08.30-2019.09.08,펀딩성공
183,여행·레저,450만원짜리 텐트 궁금하지 않나요? 2박 3만원대 에어텐트도 있어요.,(주)캠킵,164%,"820,200원","500,000원",33,107,"면텐트(카스텐 오페라, 노르디스크 알페임12.6, 모닥 베오르크, 클래식TP 아문쉘터확장형, 네이처하이크 에어폴텐트), TV(LG룸앤티비). 캠핑장 무인렌탈함을 이용한 현장렌탈.",2021.03.10-2021.04.05,None
184,여행·레저,[월동 준비 끝] 일상 + 아웃도어 룩 모두 단번에 해결! 플리스 셋업,아일랜드 리서치,1375%,"6,877,000원","500,000원",61,52,"""아일랜드 리서치"" 2번째 제작 의류 : 월동 준비 끝! 일상+아웃도어 룩 모두 단번에 해결! 액티브 플리스 셋업",2019.12.23-2020.01.05,None
185,여행·레저,"북한,중국,남한 출신 한국인들이 나의문화답사기를 따라 일본으로 갑니다.",김은택,8%,"653,000원","8,000,000원",34,1,"나의 문화 유산 답사기 나라,아스카,교토를 따라 한반도의 도래인들이 일본으로 건너가 살았던 흔적들을 돌아 보면서 한국 내의 새터민들(북한, 중국 출신)과 남한 출신 한국인들이 역사, 남북, 한일, 북일 관계, 동아시아 평화와 통일의 이야기를 여러분께 들려드리겠습니다.",2015.03.27-2015.04.27,펀딩성공
186,여행·레저,<2만 원대> 바지맞아? 캠핑부터 운동 데일리룩까지 다 되는 #활력팬츠,이쓰미,2514%,"12,574,000원","500,000원",310,167,"[앵콜]가성비, 가심비 다 챙긴 스포츠웨어! 축구할 때, 가볍게 라이딩할 때, 캠핑, 집 앞 편의점 갈 때 입기엔 이만한 게 없을 거에요. 2만원 대 활용도 끝판왕 #활력팬츠",2021.03.11-2021.03.31,None
187,여행·레저,"[앵콜] 초간편 원룸 이사,노마드족 1인가구 자유로운 이동: 미니멀라이프",위미코퍼레이션,515%,"2,576,000원","500,000원",69,69,"⭐️앵콜⭐️노마드족 자유로운 이동의 동반자 ""트래블백 버디"" 원룸 간편 이사에도 유용한 아이디어 신박템! 기숙사, 숙소 생활하시는 분들 주목~!",2020.05.12-2020.05.25,None
188,여행·레저,2차 사고방지 안전 표시판 짝펴,(주)케이원글로벌모터스,196%,"1,963,200원","1,000,000원",77,62,"자동차 2차 사고 방지를 위한 안전 표시판 ""짝펴""를 통해 도로에서 일어나는 2차 사고 방지 예방에 도움이 되고 싶습니다. 설치가 간단하고 빨라 표시후 빠른 대피가 가능합니다.",2019.04.01-2019.04.22,None
189,여행·레저,"[앵콜] 당신을 위한 낭만 캠핑, 감성 면텐트 로그캐빈ㅣ 그라비티캠프",주식회사 디브로크,742%,"14,859,050원","2,000,000원",17,98,"유니크한 감성텐트, 공간 활용도가 좋은 북유럽 스타일 감성 면텐트로 자연과 어우러지는 캠핑의 로망 로그캐빈이 다시 돌아왔습니다.",2020.10.12-2020.10.19,None
190,여행·레저,[5만원대 ZERO 2 앵콜]무게측정핸들 장착! 더 완벽해진 스마트캐리어,7G,1103%,"55,180,900원","5,000,000원",628,670,"5만원대의 놀라운 가격혜택! 25% 판재 내구성 강화, 무게측정 핸들, USB포트, TSA락, 더블지퍼, TPE 더블휠, 정밀금형으로 업그레이드된 스마트 캐리어, ZERO 2 !",2020.07.10-2020.07.26,None
191,여행·레저,"세상에서 가장 아름다운 한국을 알리다, 봉황 여권케이스",소찬호,717%,"7,176,000원","1,000,000원",161,146,"여행자의 신분증, 여권. 그 속에 세련된 한국미를 담았습니다. 아름다운 한국을 알리는 작은 물결이 당신으로부터 시작됩니다.
    여행/레져 기획전 파트너와 함께합니다.",2018.06.27-2018.07.16,None
192,여행·레저,"오랫동안 시원하게, 손에 물 묻지 않게 해줄께ㅣ디자인 보냉커버ㅣ",주식회사 심도컴퍼니,113%,"1,135,100원","1,000,000원",102,62,"물고기도 잡고, 시원함도 잡고 ! 물고기를 잡은 듯 멋진 여행을 함께 떠나보세요!",2020.08.24-2020.08.31,None
193,여행·레저,올인원 여행용 보스턴 가방,삼원인터내셔널,30%,"2,074,000원","6,900,000원",37,29,"주말여행 또는 단기해외출장시 옷, 노트북, 타블릿 등 필요한 물픔을 한번에 정리하고 수납이 가능한 기능성 보스턴가방입니다.",2017.10.27-2017.11.20,펀딩성공
194,여행·레저,"숲을 만드는 ""THE MAN WHO PLANTED TREES"" 티셔츠.",KIT(키트),7%,"226,000원","3,000,000원",23,15,자그마한 손들이 모여 만드는 커다란 숲.,2019.06.07-2019.06.25,펀딩성공
195,여행·레저,[가방 다이어트 프로젝트] : 내 입맛대로 고르는 데일리 백,NEIM,1228%,"6,144,500원","500,000원",46,52,"당신을 가방에 맞추지 마세요. 누구에게나 주어지는 똑같은 24시간, 당신의 하루를 극대화 시켜줄 다이어트백 놓치지 마세요!",2019.04.09-2019.04.21,None
196,여행·레저,[1272% 앵콜] 어떻게 담을까? 고민 없는 수납끝판왕 <프라임백팩>,REWIND FROM OASIS,956%,"9,566,000원","1,000,000원",95,139,심플한 디자인의 제품이 사용하는 입장에서까지 심플한 것은 아니다. 실제 사용자를 위해 가방 곳곳을 편의적인 공간과 기능으로 재해석한 수납력 최강의 백팩!,2020.02.24-2020.03.15,None
197,여행·레저,[40개 한정수량] 빅웨이브 서퍼가 만든 업사이클링 더플백,Sealand gear / 한손한땀,69%,"2,096,000원","3,000,000원",15,38,남아프리카공화국 케이프타운에 위치한 업사이클링 브랜드 Sealand gear를 소개합니다. Hero 와 함께 무거운 짐을 털어내시고 가방을 챙겨 가볍게 떠나보세요.,2020.04.07-2020.04.20,펀딩성공
198,여행·레저,꽃보다 운영팀의 경주 수학여행 ,와디즈 운영팀,500%,"1,000,000원","200,000원",70,14,"여행은 짧고, 추억은 기니까! <BR>
이왕 가는 것 크라우드펀딩으로 재미나게 와디즈 운영팀이 경주로 수학여행을 떠납니다.",2016.04.07-2016.04.14,None
199,여행·레저,"[3,614% 앵콜] 평점5.0ㅣ독도 알리는 여권케이스? #독도 #한반도",헬로코컴퍼니,454%,"2,270,000원","500,000원",58,153,"[평점 5.0점] 독도를 세계에 알리는, 글로벌 독도 홍보대사 <한반도 여권케이스> 로즈골드 에디션을 소개합니다.",2020.11.26-2021.01.11,None
200,여행·레저,"기능과 디자인 놓치지 않았다구요, 아시겠어요? [자비스 백팩]",위아낫브랜드,138%,"4,141,000원","3,000,000원",41,63,필수적인 기능과 활용 가능한 시스템들의 조합을 찾기 위해 노력했습니다. 최고의 퀄리티의 자재들을 사용해 '진짜' 튼튼한 여행가방을 만들었습니다.,2019.07.23-2019.08.15,None
201,여행·레저,[일본/4월출발] 사케전문가 서길평과 함께하는 일본 사케 정복 여행,Concept Tour(컨셉투어) by Modetour,0%,0원,"13,000,000원",6,10,"사케, 좋아하시나요? 쌀쌀한 날이면 생각나는 사케 한 잔. 
일본 사케의 3대 고장 히로시마에서, 서길평 전문가님과 함께
진정한 사케를 알아가는 여행 어떠세요?",2019.02.07-2019.02.17,펀딩성공
202,여행·레저,스포츠 모빌리티엔 스위치 글라스! '도수 클립' 서포터 요구를 앵콜로!,모노마노,1717%,"8,586,000원","500,000원",93,64,안전한 스포츠 라이프! 완전한 라이딩 라이프를 위한 모노마노의 스포츠 글라스. 쉽고 빠른 렌즈 교체 기능! 방풍효과를 극대화한 '스위치 글라스'를 합리적인 가격대로 선보입니다.,2020.09.08-2020.09.28,None
203,여행·레저,쓱쓱~ 긁는 재미가 있는 국내 스크래치 여행 지도,파스텔뮤지엄,2315%,"11,577,500원","500,000원",433,299,"우리나라에 이렇게 가볼 곳이 많다고?!
쓱쓱~ 긁는 재미가 있는 국내 여행 '쓱지도'
내가 다닌 우리나라 여행지 쓱쓱 긁어 특별하게 간직해요!",2020.08.13-2020.09.01,None
204,여행·레저,다 같은 캐리어? 품질.기능 꽉잡은 스타일 산다 힙한 [브로멘 캐리어],브로멘,139%,"4,193,000원","3,000,000원",44,146,"완벽한 캐리어라면 품질과 기능은 기본 장착!
개인취향 존중시대에 이젠 캐리어도 트렌디하고 힙한 내 스타일대로 누려보아요. 컬러풀하게!",2019.07.26-2019.08.12,None
205,여행·레저,작은 거인의 아프리카 종단 프로젝트  ,안시내,127%,"5,733,000원","4,500,000원",443,3,"소통하는 여행, 함께 떠나는 여행 그리고 기부하는 여행. 새로운 여행 방식을 통해 아름다운 세상에 모두가 함께 한발짝 다가갈수 있다면 어떨까요?",2015.01.14-2015.02.16,None
206,여행·레저,"태양을 피하고 싶어 만든 차량용 그늘막 ""Parking Cooler""",Kolorful Stream 주식회사,1108%,"11,088,000원","1,000,000원",94,113,"손쉬운 설치와 철거(2분내), 눈과 더위를 막아주는 차량용 그늘막 ""Parking Cooler""",2018.12.31-2019.02.11,None
207,여행·레저,[ 6만원대 갓성비 캠핑템 ] 탱크처럼 강력한 슈퍼 울트라 캠핑랜턴!,(주)오이알,3379%,"101,375,890원","3,000,000원","1,363",562,"캠핑장의 메인 랜턴으로 안성 맞춤인 프로메테우스2 ! 
강력한 몸집 + 강력한 밝기 + 강력한 지속력으로 
우리들 캠핑의 밤을 밝게 비춰보세요 !",2020.07.05-2020.07.20,None
208,여행·레저,"텐트와 내 차를 합체! 차량용 텐트만 30년,전세계가 인정한 NAPIER",성수동 캠핑 클럽,3024%,"120,678,000원","3,990,000원",427,468,"차량용 텐트만 30년동안 제작한 캐나다 브랜드 NAPIER를 소개합니다!
SUV를 좋아하시는 모든 캠핑족들에게 자신있게 소개하고 싶습니다.",2020.05.17-2020.05.25,None
209,여행·레저,[캠핑용품] 캠핑 스토브와 캠핑 행거,정승국,311%,"1,555,000원","500,000원",39,76,"캠핑의 시대! 순수 국내산 나만의 불멍 , 간편하고 멋스러운 4개의 강철 판으로 20초안에 완성되는 화로대",2020.09.03-2020.09.14,None
210,여행·레저,"[앵콜] 이어폰, 케이블 1초 정리, 마그넷선정리, 엠밴드2",DESIGN.MADD,226%,"2,262,500원","1,000,000원",128,97,"집에서도 사무공간에서도 복잡하게 뒤엉켜있는 이어폰 및 선들 때문에 스트레스 받는 분들은 주목!! 신개념 마그네틱 선정리 액세서리, 엠밴드2 .
    여행/레져 기획전 파트너와 함께합니다.",2018.04.27-2018.05.22,None
211,여행·레저,올여름 성수기! 베트남 빈펄에서 특급가성비로 호캉스하자,트래블비드,279%,"5,592,000원","1,998,000원",8,40,"황금 연휴, 하루만 휴가내면 베트남에서 호캉스가 가능합니다!
8월 15일 자정 출발로, 16일 하루만 연차내면 빈펄에서 호캉스!
*8/15(자정출발)~8/18(아침도착)",2019.07.17-2019.07.24,None
