,categories,title,company_names,percentages,funding_amounts,target_amounts,n_supporters,likes,descriptions,durations,days_left
135,공연·컬쳐,SBS모비딕과YGKPLUS가 공동 제작한 웹드라마 <비정규직 아이돌> ,YG케이플러스,106%,"21,378,434원","20,000,000원",490,49,"SBS모비딕과 YG케이플러스가 공동 제작한 웹드라마 <비정규직아이돌>
의 제작발표회겸 극중 결성된 가상의 아이돌 비정규직 아이돌의 데뷔곡공연과 팬들과의 소통을 가질예정입니다",2017.11.24-2017.11.30,None
136,공연·컬쳐,내 아이의 그림이 세상 단 하나뿐인 작품이 되는 '5월의 전시회',김만하,116%,"1,160,000원","1,000,000원",11,17,"내 아이의 그림을 보내주세요. 아이의 그림과 작가가 만나 세상 단 하나뿐인 콜라보레이션 작품이 되고, 5월의 전시회에서 전시됩니다. 아이에게 특별한 경험을 선물해 주세요.",2019.02.27-2019.03.24,None
137,공연·컬쳐,"오랜만에 등장한 국내 창작 로봇 애니메이션, <거신대전> 피규어&아트북",그리메,100%,"12,605,100원","12,500,000원",115,44,국내 2D 애니메이션 제작사 '그리메'의 극장용 애니메이션 '거신대전'의 굿즈 리워드입니다. 서포터 분들의 소중한 펀딩은 굿즈 제작과 극장용 애니메이션 제작에 사용 예정입니다!,2019.01.03-2019.01.21,None
138,공연·컬쳐,유니크한 작품을 디자인하는 작가들의 창작활동 생태계를 위한 프로젝트,라이크디즈,0%,0원,"1,000,000원",0,0,유니크한 작품을 디자인하는 작가님들을 위한 프로젝트입니다.  티셔츠를 구매하시면 디자인 작가님들에게 작품활동비가 지급됩니다.,2015.06.25-2015.07.31,펀딩성공
139,공연·컬쳐,"뮤지컬 배우에서 막노동꾼, 이제는 싱어송라이터로ㅣ전병준의 앨범&콘서트",전병준의 OurRecords,105%,"3,159,000원","3,000,000원",73,37,"한 달 66만 원 받던 사람이
앨범과 콘서트를 할 수 있을까요?
한 달 66만 원 받아도
음악을 포기할 수 없는 사람은 가능합니다.

저는 뮤지컬 배우&싱어송라이터 전병준입니다.",2019.08.16-2019.09.15,None
140,공연·컬쳐,영화 [ Bell ]. 5분안에 느낄 수 있는 최대의 긴장감,정대웅,7%,"72,000원","1,000,000원",12,2,"5분 안에 느낄 수 있는 최대의 긴장감! 
제6회 SESIFF 본선 진출 스릴러 
""어느날 눈을 떠보니, 강도가 집 안을 뒤지고 있다. 
온 몸이 묶여있는 '형숙'은 자신의 발밑에서 전화기를 발견하는데... "" 
    서울국제초단편영화제 파트너와 함께합니다.",2014.08.21-2014.09.23,펀딩성공
141,공연·컬쳐,똑소리 나게 글쓰고 싶은 사회초년생과 직장인을 위한 우리말 쓰기 입문서,한국어문교열연구원,874%,"8,747,000원","1,000,000원",77,79,"학생, 연구원, 직장인뿐만 아니라 온 국민의 숙제인 한글맞춤법부터 비문 교정 비법까지 재밌고 쉽게 알려주는 교육서비스입니다.",2019.05.17-2019.06.16,None
142,공연·컬쳐,"영화  [좋아해, 너를] 상영관 확보 프로젝트",디오시네마,2239%,"67,174,000원","3,000,000원","1,297",575,"사랑에 빠지는 순간을 그린 NU’EST 렌 주연의 일본 영화 [좋아해, 너를]
후원자 분들의 많은 관심과 참여가 더 많은 관객과 함께 만날 수 있는 큰 원동력이 될 것 입니다",2017.05.15-2017.06.21,None
143,공연·컬쳐,한국 최초 보헤미안 드레스와 사진의 만남,Abresia,0%,0원,"780,000원",0,15,"세상에 하나밖에 없는 옷을 입고 보헤미안 커플 촬영도 하시고 
아브레시아의 런칭도 서포트해주세요",2018.08.07-2018.09.17,펀딩성공
144,공연·컬쳐,"뻔한 웨딩 촬영은 가라! ""땡큐웨딩""의 매력만점 컨셉 촬영",땡큐웨딩,3255%,"32,550,000원","1,000,000원",62,171,"감각적인 촬영의 땡큐웨딩과 웨딩슈즈 브랜드의 대명사 이로스타일, 정통 클래식 수트를 계승하는 세인츠아머의 환상의 케미!
눈꼽만 떼고 출발할 수 있는 신박한 웨딩 촬영 프로젝트.",2020.03.03-2020.03.16,None
145,공연·컬쳐,[콘민M/V페스트VOL.1]메탈 음악에 한 번 빠져보실래요?,콘텐츠민주주의,103%,"6,220,000원","6,000,000원",88,17,[콘민 M/V 페스트 VOL.1]헤비메탈 음악 들어보셨나요? 잘 모르신다고요? 시끄러울 것 같다고요? 일단 한번 저희 이야기를 들어보실래요?,2019.03.20-2019.05.14,None
146,공연·컬쳐,"예술, 어디까지 즐겨보셨나요? -그 여자네 음악방의 첫 공연 프로젝트",그 여자네 음악방,119%,"716,000원","600,000원",75,17,"'이야기가 있는 음악, #01. Romance' 는 팟캐스트 '그 여자네 음악방'의 세 DJ들의 공연이며, 한 지운 작가와의 협업으로 색다른 예술공간을 선사합니다.",2016.09.22-2016.10.24,None
147,공연·컬쳐,새로운 장르! 웹 예능드라마!! 솔로들의 염장을 '솔로 염장 프로젝트',디에이치(D.H)픽처스,0%,0원,"500,000,000원",1,1,"커플들의 데이트로
솔로들의 화를 돋구자!
솔로들의 염장을 지르자!",2017.03.10-2017.03.19,펀딩성공
148,공연·컬쳐,[일반인 앨범자켓 찍기 프로젝트] 전시작가와 함께 만드는 화보급 프로필,드림온 스튜디오,790%,"23,700,000원","3,000,000원",89,376,"[일반인 앨범자켓 촬영 프로젝트] 연예인 화보, 나는 왜 못 찍어? 여러분도 동화 속 주인공이 되어 보세요! 인생사진은 바로 이런 것이다!",2020.11.03-2020.11.10,None
149,공연·컬쳐,뮤지컬 단편영화 <혼밥연습>,어쿠픽쳐스,1%,"30,000원","2,000,000원",16,7,행복을 갈망하는 청춘들을 위한 내 행복 지침서♬,2019.02.19-2019.03.26,펀딩성공
150,공연·컬쳐,"뉴욕에서 활동한 사진작가는 인스턴트가 싫다, 보정 맛집 [셀프스튜디오] ",탁(TAK),434%,"4,345,000원","1,000,000원",69,57,"사진작가가 찍어주는 사진은 부담스럽다? 셀프사진관에서 찍는 사진은 인스턴트로 퀄리티가 낮다?
[COLOR of XX] 셀프 스튜디오가 진심 두마리 토끼 다 잡아드릴게요.",2020.04.20-2020.05.06,None
151,공연·컬쳐,"예술? 나도 할 수 있겠다! 중문과 친구, 김시현의 원화 소장 프로젝트",김시현,136%,"820,000원","600,000원",9,12,"예술? 나도 할 수 있겠다! 아티스트 중문과 친구, 김시현의 이야기 들려 드릴게요.",2020.05.01-2020.05.15,None
152,공연·컬쳐,젊음을 기록하다!!이색셀프스튜디오[중앙동사진관]오픈 프로젝트,감성더하기스튜디오,29%,"295,000원","1,000,000원",15,20,지금이 나에 제일 젊은날! record one's youth! 리모컨으로 제일 젊을때 제일 사랑하는 사람들과 행복한 모습을 담는 셀프사진 중앙동 사진관과 함께 기록해요,2020.08.20-2020.09.21,펀딩성공
153,공연·컬쳐,라이브 여신 <한올> 스튜디오 라이브 콘서트에 초대합니다!,한올지다,678%,"6,788,000원","1,000,000원",98,56,"싱어송라이터 <한올>의 라이브를 완벽하게 즐기는 방법!
<한올> 스튜디오 라이브 콘서트를 제작합니다.",2019.06.19-2019.07.14,None
154,공연·컬쳐,"""모델이 찍어 주는 모델 사진?"" 미찍놈 3인방",래빗홀주식회사,253%,"1,267,500원","500,000원",14,47,"""사진 촬영이 놀이 문화가 될 수는 없을까""라는 사소한 질문에서 시작된 찐들의 '본격 야외 스냅 놀이 문화 정착 프로젝트'.",2020.08.11-2020.08.26,None
155,공연·컬쳐,"영화가 전시와 파티를 만났다! 신개념 단편영화파티, Synerma+",시너마플러스,104%,"1,040,010원","1,000,000원",248,1,영화와 전시와 파티가 동시에 진행되는 '단편영화파티' Synerma+(시너마플러스)입니다! 시너마플러스는 관객의 자유로운 관람과 활발한 소통을 위해 시작한 프로젝트입니다. 11월 28일에 열릴 '제2회 Synerma+(시너마플러스)'에 많은 관심과 응원 부탁드립니다.,2014.10.13-2014.11.16,None
156,공연·컬쳐,"한국여류조각가회 45주년 기획전, ‘I, WOMAN.’",한국여류조각가회,5%,"1,080,000원","20,000,000원",13,6,"‘여성이기 때문에’ 남다른 고민과 어려움을 느꼈던 여성조각가들.
페미니스트일 수밖에 없는 그녀들의 이야기.
한국여류조각가회 45주년 기획전 ‘I, WOMAN.’",2018.06.07-2018.06.28,펀딩성공
157,공연·컬쳐,들어는 보았나! 웹드라마 [질풍기획] OST 제작,단테미디어랩,35%,"1,797,500원","5,000,000원",42,4,들어는 보았나?! 웹드라마 [질풍기획] 공식 OST 앨범 제작 소식을!,2016.01.11-2016.02.14,펀딩성공
158,공연·컬쳐,[앵콜] 한국적인 아름다움. 이병로 도예가의 백자 '달항아리',위시트윈,184%,"18,430,000원","10,000,000원",12,18,완전하지 않게 흘러내리는 너그러운 곡선과 그 흐름. 전통 제작 방식을 고수하는 이병로 도예가의 백자 '달항아리'를 소개합니다.,2020.11.27-2020.12.14,None
159,공연·컬쳐,"싱어송라이터 루리(RuLee) 정규1집 ""당신의 노래들"" & 앨범쇼케이스",루리(RuLee),127%,"1,274,000원","1,000,000원",42,9,"싱어송라이터 루리(RuLee)가 전하는 올 가을 가장 따뜻할 메세지.
첫번째 정규앨범과 쇼케이스를 나누고 싶습니다. 누군가의 처음을 함께 밝혀주세요.",2019.09.09-2019.09.22,None
160,공연·컬쳐,나의 사진을 전시하는 [참여형 사진전] '내안愛(애) 사진전',사진연구소,192%,"1,929,500원","1,000,000원",101,48,사진을 좋아하는 사람이라면 누구나 남에게 보여주고 싶은 사진이 한 장은 있다고 생각합니다. 그런 사진들을 한 자리에 모아 '성수동' '사진창고'에서 전시하려합니다.,2017.05.02-2017.05.20,None
161,공연·컬쳐,"당신만의 노래를 만들어 드립니다, 토브사운드",토브사운드,222%,"1,113,000원","500,000원",9,52,"인생에 단 한번뿐인 프로포즈, 그 순간을 가장 특별하게 만들어드릴
당신만의 프로포즈 노래를 만들어드립니다.
사랑하는 사람과 당신의 이야기로 만들어진 노래로 
마음을 전해보세요.",2019.10.30-2019.11.19,None
162,공연·컬쳐,"베이스 김대영 ""별 헤는 밤"" 스튜디오 라이브 레코딩&콘서트",위클래식 /  weclassic,100%,"1,500,000원","1,500,000원",14,6,"국내 최고의 스튜디오 ""톤 스튜디오"" 에서 ""베이스 김대영""의 라이브 레코딩과 공연을 동시에 경험하다. 내 눈앞에 공연이 라이브로 믹싱되어 헤드폰으로 전달되는 새로운 공연의 경험.",2019.01.31-2019.03.03,None
163,공연·컬쳐,"당신을 쉬게 해줄 포근한 섬, 드니 성호  ""ISLAND"" LP",최소우주 주식회사 ,128%,"3,073,500원","2,400,000원",74,22,"한국계 벨기에인 기타리스트 드니 성호(Denis Sungho) '아일랜드'(Island)의 아날로그 사운드, 한정판 LP로 소장할 수 있는 기회!",2020.09.24-2020.10.19,None
164,공연·컬쳐,[4차앵콜] 나만의 커버영상 만들기 ! 어렵지 않게 도전해 보세요!,마제스티 스튜디오,169%,"1,690,000원","1,000,000원",21,43,"전문적인 녹음실에서 직접 녹음하고 촬영하고!
더 이상 어렵지 않게 나만의 커버영상 만들기에 도전해보세요!
당신의 꿈과 열정을 응원합니다.",2020.09.28-2020.10.26,None
165,공연·컬쳐,드럼? 나는 카혼으로 즐겨! 어디서든 가볍게 즐기는 상자 안의 작은 드럼,주식회사 위키위키,516%,"10,320,000원","2,000,000원",69,88,"심플한 디자인에서 나오는 다채로운 사운드.
루아우 카혼을 소개합니다.",2020.10.16-2020.11.09,None
166,공연·컬쳐,벨 튠스 2집 제작 프로젝트,벨 튠스,101%,"2,020,000원","2,000,000원",152,11,"지난 2012년 , 벨 튠스 1집 '하늘의 가치'가 기존 CCM 앨범과는 차별된 순수한 고백을 담아냈다는 호평을 받았습니다. 4년이 지난 지금 2집 앨범을 제작하려 합니다.",2016.07.07-2016.08.07,None
167,공연·컬쳐,"청춘 버스킹, 영화 <마차 타고 고래고래>",아시아브릿지컨텐츠㈜,327%,"16,367,000원","5,000,000원",196,27,"여행, 음악, 사랑 그리고 우정이 담긴 한 달간의 목포에서 자라섬으로 향하는 특별한 도보 여행! 엉뚱하고 유쾌한 힐링 로드 무비가 시작된다!",2017.04.20-2017.05.01,None
168,공연·컬쳐,"뻔한 스드메 대신, 수트 입고 청담동에서 <세미 웨딩 촬영> 어때요?",주식회사 스타일딜리셔스,405%,"4,050,000원","1,000,000원",15,72,"이 커플 저 커플 다 찍던 스튜디오 웨딩 촬영은 끝났습니다.
우리의 웨딩촬영지는 서울, 우리의 의상은 하이엔드 수트입니다.
독보적인 컨셉을 사랑하는 커플이라면 미리 준비하세요!",2020.08.26-2020.10.04,None
169,공연·컬쳐,단편영화 와호장웅-사람답게 살고 싶어하는 유학간 토론토 대학생들의 우화,박정환,93%,"939,900원","1,000,000원",16,0,"'사람답게 사는 것은 무엇인가?'
현재의 행복을 보지 못하고 물질적 성공에 집착하는 한인 유학생에 대한 영화. 그리고 어쩌면 우리에 대한 영화 [와호장웅]. 많은 응원부탁드립니다! 그리고 제가 만들 앞으로의 영화도 함께해주세요. 기다리고 있습니다. 
    서울국제초단편영화제 파트너와 함께합니다.",2014.08.30-2014.10.10,펀딩성공
170,공연·컬쳐,"영화 [안주]. 지금, 가장 생각나는 안주는 무엇인가요?",이주택,49%,"490,000원","1,000,000원",28,1,"이 영화의 정서는 ""그리움""입니다. 
가장 보편적인 정서지만 현실을 살다보면 잊고 사는 순간이 많은 것이 사실입니다. 
저는 여러분들이 이 영화를 감상한 후, 
잊고 살던 누군가를 떠올리는 그런 영화가 되었으면 좋겠습니다.
    서울국제초단편영화제 파트너와 함께합니다.",2014.08.21-2014.09.23,펀딩성공
171,공연·컬쳐,"영롱한 오르골소리를 닮은 핫한 힐링악기, 고퍼우드와 제작한 유니크 칼림바",조은악기사,546%,"16,400,000원","3,000,000원",360,298,"어떤 칼림바를 선택해야할지 모르시겠다구요?
좋은 기타 만들기로 소문난 고퍼우드와 조은악기사가 함께 출시한 사운드, 디자인, 키 이탈방지까지 잡은 유니크칼림바를 만나보세요~",2021.01.19-2021.02.08,None
172,공연·컬쳐,dof와 함께하는 바이크 프로필 촬영 -바이크와 함께 인생샷 남기기-,디오에프포토,140%,"700,000원","500,000원",5,7,"""부릉부릉 타지만 말고, 찍자!"" 바이크와 함께 프로필 촬영",2020.07.19-2020.07.31,None
173,공연·컬쳐,인기작가들의 사랑스러운 고양이 작품으로 위로와 치유의 기운을 느껴보세요!,갤러리두(Gallery DOO) ,505%,"5,055,000원","1,000,000원",24,23,각자의 개성이 담긴 동물 그림으로 해외 아트페어에서도 사랑받는 세 작가 디렌리·박지혜·송영은 작가! 세 작가의 사랑스러운 고양이 작품 에디션을 만나보세요!,2020.05.29-2020.06.15,None
174,공연·컬쳐,누적 4억ㅣ 어디서든 연주하세요! 더욱 심플하고 아름다워진 미니기타.,조동진 기타제작소,16595%,"165,957,000원","1,000,000원",657,1194,와디즈 에서만 만나볼 수 있는 한정판 끌랑을 소개합니다. 더욱 심플하고 아름다운 디자인으로 구성된 Klang LTD를 만나보세요.,2020.12.30-2021.01.18,None
175,공연·컬쳐,생존자프로젝트 창작시리즈 연극 [面牧洞 면목동],생존자프로젝트,173%,"1,213,000원","700,000원",58,11,"순수창작활동을 위해 모인 젊은 예술가들의 창작집단 
생존자프로젝트입니다.
2019 창작시리즈 연극 [면목동] 에 
후원자님들을 모시고 함께 이야기하며 소통의 장을 만들고 싶습니다!",2019.05.17-2019.05.29,None
176,공연·컬쳐,2019 훈남하이 콘서트 - 올려면 오고 ,훈남하이 엔터테인먼트,119%,"3,580,000원","3,000,000원",33,13,"2019 연말, 여러분만을 위한! '훈남하이' 네번째 콘서트 '올려면 오고' 를 서포팅 해 주세요! 시크할 것 같지만, 사실은 세상 따뜻한 공연이 제작됩니다.",2019.11.18-2019.12.14,None
177,공연·컬쳐,[날아라슈퍼보드]치키치키차카차카초코초코촉 30년만에 액션피규어로 탄생! ,피아이랩스,193%,"38,420,900원","19,880,000원",347,181,치키치키차카차카초코초코촉~♪ 국민 애니메이션 <날아라 슈퍼보드>가 3D 액션피규어로 재탄생했습니다. 더욱 생동감 넘치게 돌아온 슈퍼보드 일행들을 와디즈에서 만나보세요.,2021.02.16-2021.03.08,None
178,공연·컬쳐,"남들과는 다른 소리, 노이즈",노이즈,0%,0원,"2,000,000원",2,2,"웹드라마 [노이즈] 프로젝트
노이즈는 조금 특별한 능력을 가진 주인공이 어느 날 살인예고를 받고 그것을 풀어나가는 과정을 그린 웹드라마입니다!",2019.04.16-2019.04.30,펀딩성공
179,공연·컬쳐,드림터치포올과 함께하는 2014 제 2회 차세대 통일리더캠프,드림터치포올,96%,"2,909,000원","3,000,000원",123,1,"대한민국에서 가장 소외된 청소년들, 바로 북한이탈 청소년들입니다. 우리는 겪지 않아 모르는 그들의 어려움과 스트레스. 관심과 위로만 전하기에는 너무 무책임하지 않나요? 저희 드림터치포올에서 '차세대 통일리더 캠프'를 개최하여 이들의 어려움과 스트레스를 빛나는 꿈으로 바꾸겠습니다. 동참하지 않으실래요?",2014.07.18-2014.08.14,펀딩성공
180,공연·컬쳐,[남들과는 다른 취미]누구나 쉽게 배우는 련 컴퍼니 미니 가야금,련컴퍼니,5205%,"26,028,000원","500,000원",77,264,"집에서도 누구나 쉽게 즐길 수 있는 국악 소리는 그대로, 사이즈는 컴팩트하게, 요즘 같은 시국에 딱인 련컴퍼니의 미니가야금과 함께하세요 :)",2021.03.21-2021.04.12,None
181,공연·컬쳐,장애를 예술로! 발달장애 스무살 민서의 생애 첫 단독 전시회,(사)에이블아트,100%,"3,020,000원","3,000,000원",117,7,"비록 자폐라는 장애를 가지고 있지만 뛰어난 예술적 재능을 가진 '민서'의 생애 첫 단독 전시회를 8월에 준비중에 있습니다. 이 펀딩을 통해 민서는 물론, 더 많은 장애 예술인들이 새로운 기회를 얻을수 있었으면 좋겠습니다.",2014.06.24-2014.08.28,None
182,공연·컬쳐,"서로 다른 취향의 만남, 한옥 콘서트 <메이드 오브 트리 vol.2>",옐로밤,101%,"1,010,000원","1,000,000원",18,29,누구든 쉬어갈 수 있고 무엇이든 상상할 수 있는 공간이 있습니다. 다락에 누워 그저 달을 바라보기만 해도 좋은 곳 ㅡ 일루와유 달보루에서 서로 다른 취향을 찾아보세요!,2019.08.22-2019.09.01,None
183,공연·컬쳐,['느아옛책' 첫번째 프로젝트] 직지와 훈민정음을 소장하고 해외에 보내기, Tanigaki Hitomi,49%,"3,985,000원","8,000,000원",22,53,"유네스코 세계문화유산이자 대한민국 국보인 <직지>와 <훈민정음>을 원본과 다름 없는 복간본으로 소장하고, 세계의 도서관과 박물관에 무상으로 보내서 한국을 알리는 프로젝트입니다.",2020.10.06-2020.11.09,펀딩성공
184,공연·컬쳐,매혹적인 미스터리 스릴러 뮤지컬 <미드나잇>,(주)모먼트메이커,214%,"6,420,000원","3,000,000원",99,12,"한 순간도 긴장을 놓을 수 없는 숨막히는 전개.
인간 내면의 사악함과 나약함을 꿰뚫는 미스터리 심리 스릴러!
잔혹한 세상 속, 당신의 본성은 과연 무엇인가?",2016.11.22-2016.12.06,None
185,공연·컬쳐,"아시아로 놀다, 아시아를 입다 in 광주",아시아룩북,458%,"2,290,000원","500,000원",20,24,"[2020년 첫 봄 나들이] 아시아전통의상을 입고, 각국의 전통놀이 체험! 영상으로 추억을 기록하고, 기억에 남기는 뜻깊은 광주 여행!",2020.01.09-2020.01.31,None
186,공연·컬쳐,"인싸취미템 ㅣ더욱 풍부한 음색으로 돌아온 힐링악기, 네코즈 칼림바",주식회사 위키위키,598%,"11,972,000원","2,000,000원",145,174,좋은 소리를 만들기 위해 집착에 가까운 노력을 기울였습니다. 11년간 악기만 만들어온 제작자의 노하우를 마침내 여러분 손에 전해드립니다.,2020.12.28-2021.01.18,None
187,공연·컬쳐,"[요즘 대세남:일공구] 뻔한 공연 말고, 특별한 할로윈 콘서트로 오시죠",109,242%,"2,426,900원","1,000,000원",29,25,"일반적인 공연이 아닌 특별한 공연을 만들어보고 싶었어요.
'할로윈의 테마와 함께 109의 색깔을 보여주는 이벤트를 공연에 녹여보면 어떨까?' 하는 생각으로 준비하고 있습니다 :)",2019.09.24-2019.10.14,None
188,공연·컬쳐,에이프릴과 아빠가 만드는 점심 한 끼! [파파런치 에이프릴 박스] ,케이엔프로 (소소전파사),127%,"5,093,500원","4,000,000원",158,93,"파파런치 아이돌박스 첫 주자 <에이프릴>
아빠와 만드는 리얼한 점심 한 끼 속 부녀의 사랑을 담다.   
에이프릴과 맛있는 점심도 먹고, 기부도 하는 착한 프로젝트!    
    한국전파진흥협회 파트너와 함께합니다.",2017.07.07-2017.08.14,None
189,공연·컬쳐,(200% 핸드메이드 유화 인물화) 가격에 놀라고 디테일에 심쿵한다,핸드메이드200,347%,"1,736,500원","500,000원",40,38,스마트폰안에 픽셀로 저장되어 있는 당신과 지인들의 인생샷을 100% 수작업 유화로 남겨드립니다. 10만원으로 200배의 가치를 선물하세요.,2019.03.01-2019.03.31,None
190,공연·컬쳐,천재 북아티스트 마이크 스틸키의 한정판 북조각과 오리지널 판화,주식회사 비빅,185%,"5,562,500원","3,000,000원",9,21,아시아 최초로 Book Art의 천재 마이크 스틸키의 북 조각과 오리지널 판화가 출시됩니다! 나만의 공간에 마이크 스틸키의 작품을 소장해보세요!,2020.12.28-2021.01.18,None
191,공연·컬쳐,전국 청소년들 부산으로 모여라!연극을 위한 공간만들기,안준영,104%,"3,132,500원","3,000,000원",77,24,"[두둥]은 수도권이 아니더라도 창작연극 을 할 수 있는 청년 대안공간입니다.  연예인, 입시가 아닌, 청소년연극을 할 수 있는 공간.
어린이 부터 가족이 함께 연극놀이를 할 수 있는 공간. 두둥입니다.",2016.04.16-2016.05.20,None
192,공연·컬쳐,<100년의 기다림> 세계 최고 잘츠부르크 페스티벌 100주년 클래식투어,민트투어,99%,"19,810,000원","20,000,000원",14,97,2020년이 아니면 또 다시 100년을 기다려야 합니다. '세계 최고의 페스티벌 1위'에 빛나는 잘츠부르크 페스티벌 100주년을 맞아 떠나는 6박 8일 환상적인 유럽 클래식 여행!,2019.12.11-2019.12.25,펀딩성공
193,공연·컬쳐,"드론군단, ""봄맞이 항공사진촬영"" 특별 할인행사!",드론군단 프랜차이즈,49%,"1,470,000원","3,000,000원",12,10,펀딩을 통하여 항공촬영 서비스를 기업뿐만 아니라  개인도 쉽게 저렴한 비용으로 사용할 수 있음을 알리고 드론군단을 서포터님들께 알리기 위해 진행하게 되었습니다.,2019.03.12-2019.03.31,펀딩성공
194,공연·컬쳐,[음원발매] 오빠딸의 감성신곡 프로젝트 '12:34:56',"오빠야, 문열어 딸기사왔어",339%,"1,699,000원","500,000원",31,19,"오빠딸 디지털 싱글 '123456' 출시 확정!
제작에 참여하고 음원을 미리 받아보세요!
    당신을 위한 특별한 하루 파트너와 함께합니다.",2018.12.26-2019.01.20,None
195,공연·컬쳐,나와 뮤지션이 함께 만들어가는 [레코드팜 일상 콘서트],(주)레코드팜,0%,0원,"5,000,000원",27,17,당신의 겨울을 따스하게 만들어줄 뮤지션들의 콘서트! 콘서트의 감동과 온기를 간직한 참여 뮤지션 컴필레이션 앨범 CD도 제공됩니다.,2016.10.17-2016.11.30,펀딩성공
196,공연·컬쳐,"[Back to the 90] 음악과 그림이 만난 전시회, 음화",고영철,9%,"270,000원","3,000,000원",52,0,<음화:보이는 음악 들리는 그림>은 미술가와 만화가들이 자신이 가장 좋아하는 음악가와 음악의 초상을 멋진 작품과 함께 소개합니다.  3월 27일부터 4월 24일까지 마포구 서교동 396-33 도서출판 자음과 모음 빌딩 2층 에서 만나요!,2015.03.13-2015.04.15,펀딩성공
197,공연·컬쳐,"2019, 비즈니스 카테고리 챔피언이 된다! 실력 있는 경영자들의 선택!",가인지캠퍼스,146%,"4,383,000원","3,000,000원",29,26,"실력 있는 경영자들의 인사이트, CC클래스! 
비즈니스 카테고리별로 챔피언이 되고자 하는 리더들이 모여 
인사이트를 공유하고 끊임없는 변화와 차별화된 경쟁력을 높이고 있습니다.",2018.11.22-2018.12.13,None
198,공연·컬쳐,"""신의전사"" ""신인류"" 아인(Ajin) Blu-ray, DVD 초회한정판",대영팬더,17%,"89,000원","500,000원",12,3,"죽어도 다시 살아나는 신 인류인 아인(Ajin)/Netflix에서 즐겨 다운받아 본 영상~
드디어 Blu-ray, DVD 정품으로 소장할수있게 서포터님 곁으로 갑니당~~",2021.03.31-2021.04.19,펀딩성공
199,공연·컬쳐,그림계의 카타르시스 #실물영접 #저세상갬성 #Flex ,주식회사 아니,2649%,"26,498,000원","1,000,000원",230,287,"[만족도 평점 5점의 귀환]  낮부터 밤까지 시간에 따라 액자가 달라 보여??     
이것은 액자?..아니..조명? 상상도 못한 정체?!┗ (･o･ ) ┓",2021.01.30-2021.03.02,None
200,공연·컬쳐,[3차앵콜] 나만의 커버영상 만들기 ! 어렵지 않게 도전해보세요!,마제스티스튜디오,131%,"1,310,000원","1,000,000원",18,37,"전문적인 녹음실에서 직접 녹음하고 촬영하고!
더이상 어렵지 않게 나만의 커버영상 만들기에 도전해보세요!
당신의 꿈과 열정을 응원합니다.",2020.07.17-2020.07.27,None
201,공연·컬쳐,[혼자 고민하지 말아요]  예체능학생들의  콜라보레이션 뮤직비디오 ,이예진,4%,"97,500원","2,000,000원",12,0,"[혼자 고민하지 말아요] 저희 “YCN Project”는 모두에게 공감대를 형성할 수 있는 ""뮤직비디오"" 영상을 제작하여 따뜻한 위로와 공감을 선물해드리겠습니다!",2015.06.25-2015.07.26,펀딩성공
202,공연·컬쳐,"대한민국의 희망, 청소년들을 위한 2015 JC CAMP!",원요한,0%,"40,000원","5,000,000원",22,0,"대한민국의 희망은 청소년입니다. 2015년 1월 5일부터 7일까지 파주에 위치한 제자교회 수양관에서 300명의청소년들과 함께 2015 JC CAMP 를 개최하고자 합니다. 세상을 밝히는 빛과 소금이 될 미래의 희망, 청소년들을 위해 사랑과 열정, 헌신을 모아주세요.",2014.11.28-2014.12.28,펀딩성공
203,공연·컬쳐,서울 속 파리의 작은 궁전에서 즐기는 프라이빗 파티,쁘띠팔레,140%,"700,000원","500,000원",9,31,"서울 속 파리의 작은 궁전, 프랑스 가정식 전문 브런치카페 겸 레스토랑 쁘띠팔레에서 프라이빗하고 특별한 시간을 경험해보세요.",2021.04.07-2021.04.30,None
204,공연·컬쳐,내가 품은 작은 하와이 루아우 헤리티지 우쿨렐레 ,위키위키,336%,"3,360,000원","1,000,000원",18,78,"우쿨렐레 전문 브랜드의 노하우를 담은 루아우 LU-10C의 프리미엄 모델,
루아우 헤리티지 우쿨렐레를 소개합니다.",2020.12.08-2020.12.28,None
205,공연·컬쳐,"대한민국 전위예술의 파이오니어  ""정강자""의 오리지널 판화를 소장하다",레어,53%,"800,000원","1,500,000원",9,8,"1968년 대한민국,
엄혹한 군사정권 아래서
과감하게 누드 해프닝을 거행했던 
전위미술의 파이오니어 
정강자(鄭江子)를 재조명하기 위한 
작지만 의미있는 첫걸음을 내딛고자 합니다.",2020.10.30-2020.11.30,펀딩성공
206,공연·컬쳐,[제1회 아트클랩 페스티벌] 청년 예술작가와 관객이 소통하는  전시 축제,신다혜(필더필),35%,"280,000원","800,000원",34,10,"필더필의 ""청년 예술작가와 관객이 소통하는 전시 축제""

5월 축제가 많은 달, 일상 속에서 즐길 수 있는 예술축제 
Artclap Festival 에서 즐거운 시간을 보내시는 건 어떠신가요?",2016.05.13-2016.05.26,펀딩성공
207,공연·컬쳐,"달탐사소년단의 첫번째 앨범, [탐사_일지_101]",달탐사소년단 (강문수),112%,"3,371,801원","3,000,000원",46,16,"제 어느 순간을 들어 주실 수 있나요?
반갑습니다, 달 탐사 소년단 입니다.",2017.02.03-2017.02.19,None
